CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12
0,195244,1053040,98,1192869,991268,231961,1459869,15790,37,1204244,1385063,708714
0,165257,1004367,65,1245804,898672,304801,1472818,26936,20,1233099,1369564,653943
0,135364,942293,37,1283208,804376,404184,1475832,41085,5,1261808,1346819,605929
0,100997,892296,14,1324665,688765,515897,1474786,69442,2,1294739,1299307,544498
0,76982,834069,8,1339848,617123,604241,1470754,96599,2,1312119,1247785,500664
0,60655,872671,4,1355859,534240,684692,1421755,170953,2,1328793,1269143,430740
0,46720,845305,0,1366362,479186,758359,1417130,218080,1,1341932,1205704,394226
0,33126,784055,0,1382554,419160,843385,1403400,285002,0,1357816,1111065,351530
0,21496,706147,0,1398028,353361,937880,1371410,370905,0,1366087,997813,299686
0,14971,616448,0,1410513,305182,1007099,1357896,461522,0,1365486,895697,261335
0,9444,518192,0,1410482,252810,1081777,1322214,558495,0,1357844,794922,220017
0,5475,428598,0,1397398,202074,1141201,1271484,666465,0,1333597,694760,177252
0,3459,363308,0,1365787,171387,1184896,1230921,751283,0,1293236,628059,148403
0,1466,339560,0,1319579,132133,1173932,1202547,853675,0,1173607,631204,119905
0,859,296025,0,1305128,104786,1214520,1136285,930871,0,1098572,570715,95124
0,445,257280,0,1303068,81413,1253427,1053481,1002242,0,1026318,515126,74429
0,170,218151,0,1272467,60831,1289644,956112,1060511,0,947355,467041,54655
0,85,174014,0,1237808,44304,1326976,862723,1124303,0,857603,420766,38291
0,49,140833,0,1205091,32269,1361878,772627,1163535,0,786898,385444,27715
0,19,113438,0,1163513,22366,1392245,675191,1204586,0,721062,345760,18493
0,5,87841,0,1122765,16181,1428074,595583,1243616,0,655100,306233,11702
0,4,89340,0,1133835,13141,1437140,514007,1264590,0,565587,303471,11535
0,4,80133,0,1143415,9353,1453706,456314,1288860,0,528802,269855,8497
0,0,59936,0,1149844,5365,1475757,381007,1322954,0,489075,219810,5113
0,0,41785,0,1126716,3231,1492924,316370,1355512,0,448350,171978,2838
0,0,29429,0,1104733,2504,1498584,286120,1380687,0,424601,143816,1788
0,0,17536,0,1058837,1384,1498888,241983,1407454,0,385903,109815,958
0,0,9002,0,980517,725,1478099,192189,1443471,0,341555,73356,393
0,0,4773,0,908321,404,1456217,161351,1471232,0,302839,51170,177
0,0,3965,0,753690,250,1386447,129361,1497753,0,261833,39547,63
0,0,2494,0,686099,125,1338643,105057,1513870,0,233107,25695,47
0,0,1133,0,597985,56,1274145,81740,1528352,0,202941,14700,9
0,0,613,0,486953,16,1198286,65878,1528182,0,174091,8912,7
0,0,212,0,391832,8,1101354,53904,1519643,0,144433,4520,1
0,0,96,0,314754,1,1002933,42981,1496040,0,117700,2458,1
0,0,38,0,238295,1,896837,32163,1462414,0,92376,1168,0
0,0,6,0,176001,1,790120,23450,1409611,0,68302,430,0
0,0,8,0,165105,1,687450,13502,1315188,0,50047,369,0
0,0,0,0,137825,0,617526,9076,1259476,0,40085,215,0
0,0,0,0,103617,0,523189,4928,1172881,0,28000,72,0
0,0,0,0,70417,0,435204,3035,1056111,0,18203,26,0
0,0,0,0,50580,0,360169,2049,954422,0,12059,11,0
0,0,0,0,34540,0,295526,1157,851550,0,7259,7,0
0,0,0,0,20578,0,233980,630,741013,0,4113,0,0
0,0,0,0,13495,0,195492,350,670054,0,2223,0,0
0,0,0,0,7183,0,164802,166,642156,0,1284,0,0
0,0,0,0,4852,0,136521,72,591935,0,745,0,0
0,0,0,0,2683,0,100830,25,529351,0,329,0,0
0,0,0,0,1345,0,78878,16,473434,0,146,0,0
0,0,0,0,615,0,59354,4,418510,0,80,0,0
0,0,0,0,288,0,41801,2,362085,0,24,0,0
0,0,0,0,110,0,29999,0,315114,0,11,0,0
0,0,0,0,56,0,22138,0,275621,0,3,0,0
0,0,0,0,44,0,12325,0,227806,0,3,0,0
0,0,0,0,25,0,8108,0,196431,0,0,0,0
0,0,0,0,20,0,5234,0,161745,0,0,0,0
0,0,0,0,2,0,2675,0,109671,0,0,0,0
0,0,0,0,1,0,1551,0,81637,0,0,0,0
0,0,0,0,0,0,956,0,58882,0,0,0,0
0,0,0,0,0,0,438,0,36794,0,0,0,0
0,0,0,0,0,0,213,0,25193,0,0,0,0
0,0,0,0,0,0,112,0,12839,0,0,0,0
0,0,0,0,0,0,47,0,8004,0,0,0,0
0,0,0,0,0,0,17,0,4363,0,0,0,0
0,0,0,0,0,0,8,0,2157,0,0,0,0
0,0,0,0,0,0,2,0,1153,0,0,0,0
0,0,0,0,0,0,2,0,585,0,0,0,0
0,0,0,0,0,0,1,0,256,0,0,0,0
0,0,0,0,0,0,0,0,114,0,0,0,0
0,0,0,0,0,0,0,0,50,0,0,0,0
0,0,0,0,0,0,0,0,30,0,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
