CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12
10801,1271451,1127914,49361,352345,1542093,30,673315,0,151248,92768,364641,1517512
7564,1201313,1176684,42930,433768,1554672,95,765498,0,116274,123650,439915,1526079
5401,1113220,1231141,36714,525357,1561543,217,851287,0,85224,169930,554489,1528646
3177,1020487,1274505,30725,624680,1561616,466,940543,0,59366,229769,677075,1522005
1979,934431,1298508,26169,690755,1556995,883,1001981,5,42337,293800,776783,1503615
933,827899,1289078,18098,816115,1525521,1698,1043883,10,36203,391182,912813,1461393
524,774364,1287856,14073,853278,1515926,2245,1088959,19,28540,438609,970003,1434672
251,685953,1280466,10062,915101,1494066,4273,1144193,47,18452,525986,1054437,1377786
104,593897,1281974,7335,980818,1463281,8776,1197136,100,9911,631001,1134142,1290273
61,527763,1251794,5550,1031559,1433115,15672,1242015,208,6173,727475,1183929,1204884
23,466372,1216577,4086,1070891,1393136,28395,1277148,457,3423,829687,1235333,1117608
12,408515,1172640,2737,1107144,1341260,45122,1314324,913,1848,930683,1277327,1020028
3,350676,1114930,1709,1126940,1282825,72386,1351400,1989,915,1010225,1309750,924732
0,318378,1151405,1019,1107611,1217005,77221,1390096,3076,424,1062862,1348371,923099
0,282591,1124732,493,1120101,1159985,105794,1417876,5056,267,1108513,1369649,855707
0,232303,1085175,184,1154518,1068329,158961,1448436,9779,108,1167125,1386643,774557
0,197998,1067412,106,1193212,987420,216891,1459683,14580,41,1200612,1384647,714336
0,165472,1014367,77,1245160,897301,290503,1474914,24996,25,1230618,1372102,659727
0,129376,952454,35,1296367,794134,394407,1485737,39106,5,1269558,1352403,604329
0,97558,897284,16,1327016,673322,512001,1477826,65767,7,1296696,1296971,543712
0,75973,839092,7,1341826,609677,598598,1475557,93809,1,1312726,1242920,500951
0,58527,874789,3,1355958,523934,676276,1423967,166270,0,1329277,1267118,426962
0,44947,842889,0,1366514,467394,756530,1416388,215782,1,1341604,1200307,389283
0,31970,790412,1,1381085,416571,834821,1406144,273859,1,1357436,1113993,350061
0,19562,711937,0,1393968,349696,932362,1375840,358255,0,1366714,1001301,298552
0,13462,613783,0,1408048,294574,1012411,1360958,463898,0,1367844,891278,254046
0,8482,512900,0,1404146,244458,1084266,1325979,559666,0,1355710,788640,214168
0,4791,424917,0,1388260,197568,1143755,1283473,665281,0,1335498,694296,175426
0,2610,354124,0,1362091,163498,1190167,1236428,755841,0,1288910,619618,143708
0,1403,324682,0,1318669,126841,1183669,1200671,868125,0,1164914,624665,115038
0,754,294715,0,1311127,104535,1212715,1150776,925548,0,1108573,574780,95478
0,368,253231,0,1302882,79852,1252947,1071147,999545,0,1030705,513010,73567
0,166,212794,0,1271960,58995,1290738,961616,1062321,0,940392,463761,53523
0,95,177757,0,1253766,47189,1322234,895484,1115419,0,870292,427357,40446
0,38,138027,0,1209844,32423,1361691,783113,1163525,0,787017,384695,27225
0,21,110913,0,1164865,22469,1392697,680120,1202591,0,716546,342652,17816
0,6,84095,0,1124391,16254,1423457,596201,1238903,0,648923,301984,11219
0,1,86276,0,1142926,13013,1438240,516257,1266317,0,562183,299700,10701
0,1,76768,0,1148399,9559,1454838,462666,1287535,0,528206,266558,8072
0,0,57696,0,1153731,5713,1478388,386560,1322992,0,487122,215929,4856
0,0,40976,0,1129260,3512,1492022,323952,1353863,0,450119,173544,2828
0,0,26380,0,1103538,2398,1501365,285034,1383976,0,418514,139585,1626
0,0,14722,0,1059314,1419,1498638,238797,1412002,0,377866,102739,762
0,0,8441,0,993511,710,1481907,196062,1441793,0,341703,73556,392
0,0,4278,0,913645,444,1452164,161860,1468956,0,299902,50010,186
0,0,3452,0,748959,251,1377428,126801,1499462,0,257063,37180,56
0,0,2119,0,689955,121,1330691,104299,1515968,0,230688,24736,25
0,0,1177,0,607274,47,1269054,82242,1529214,0,202649,14534,12
0,0,632,0,506089,27,1202946,67816,1529686,0,175515,8959,12
0,0,223,0,410414,13,1101060,55458,1522111,0,144647,4583,1
0,0,84,0,326769,5,1002006,43888,1500250,0,118306,2394,1
0,0,37,0,253150,0,897288,34505,1467101,0,94608,1279,0
0,0,11,0,185446,0,779138,24303,1412410,0,68452,485,0
0,0,3,0,165266,0,674192,13453,1311619,0,48386,382,0
0,0,0,0,139798,0,607279,9399,1256800,0,39030,237,0
0,0,1,0,105104,0,518959,5369,1175604,0,27418,80,0
0,0,0,0,71607,0,429848,3185,1060195,0,18255,22,0
0,0,0,0,50501,0,357390,2183,960280,0,12037,21,0
0,0,0,0,36074,0,300733,1368,870519,0,7480,7,0
0,0,0,0,22206,0,239513,627,765216,0,4110,1,0
0,0,0,0,13969,0,195423,354,677596,0,2150,0,0
0,0,0,0,7721,0,167100,165,657269,0,1191,0,0
0,0,0,0,5259,0,135561,75,595473,0,728,0,0
0,0,0,0,3007,0,103482,27,539097,0,359,0,0
0,0,0,0,1459,0,79963,19,473918,0,162,0,0
0,0,0,0,795,0,61615,8,426322,0,65,0,0
0,0,0,0,300,0,42190,2,366967,0,23,0,0
0,0,0,0,123,0,28846,1,315711,0,4,0,0
0,0,0,0,62,0,20501,0,270545,0,5,0,0
0,0,0,0,45,0,11547,0,231917,0,1,0,0
0,0,0,0,26,0,7661,0,196801,0,1,0,0
0,0,0,0,8,0,4572,0,159505,0,0,0,0
0,0,0,0,5,0,2589,0,114593,0,0,0,0
0,0,0,0,2,0,1555,0,83377,0,1,0,0
0,0,0,0,0,0,803,0,57664,0,0,0,0
0,0,0,0,0,0,437,0,39701,0,0,0,0
0,0,0,0,1,0,205,0,24214,0,0,0,0
0,0,0,0,0,0,108,0,13515,0,0,0,0
0,0,0,0,0,0,41,0,8264,0,0,0,0
0,0,0,0,0,0,29,0,4713,0,0,0,0
0,0,0,0,0,0,4,0,2185,0,0,0,0
0,0,0,0,0,0,6,0,1275,0,0,0,0
0,0,0,0,0,0,1,0,590,0,0,0,0
0,0,0,0,0,0,0,0,284,0,0,0,0
0,0,0,0,0,0,1,0,144,0,0,0,0
0,0,0,0,0,0,0,0,70,0,0,0,0
0,0,0,0,0,0,0,0,37,0,0,0,0
0,0,0,0,0,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
