CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12
1,246306,1097689,272,1141476,1095949,143126,1440133,7529,138,1143233,1376641,796614
0,208252,1046223,179,1193488,1012321,201860,1461325,13219,53,1182641,1376989,733330
0,168052,982640,53,1238579,909266,285541,1472054,21120,25,1225268,1374260,666438
0,131458,933099,43,1279403,796224,383302,1478765,37458,7,1262383,1348585,606697
0,101617,878595,19,1297782,715165,464230,1480357,55307,5,1283513,1311831,560629
0,80995,924407,11,1323366,615219,559174,1445442,112072,4,1308328,1334303,480973
0,65065,906523,3,1338232,561101,624469,1441658,140621,3,1322582,1294970,447864
0,48951,866762,0,1372077,500905,719379,1438752,192642,1,1349860,1227122,408501
0,31130,786542,0,1391651,413277,832786,1408331,270538,2,1360404,1109111,350155
0,21155,697883,0,1411971,356608,922213,1395490,353260,0,1369269,1006838,304025
0,13618,599765,0,1420046,300996,1006733,1365746,434212,0,1372807,907439,261779
0,8084,509635,0,1413272,250003,1074416,1336189,534279,0,1371223,806010,219576
0,5071,424632,0,1389971,208815,1133243,1298963,644298,0,1344233,709649,181620
0,2509,398970,0,1349771,169294,1116612,1278933,745396,0,1261475,713705,152549
0,1531,362671,0,1338398,144853,1154881,1237361,810522,0,1214246,655420,129191
0,853,306311,0,1336414,113872,1204715,1162493,904433,0,1145164,579046,100416
0,392,255166,0,1313039,86813,1248143,1073649,981852,0,1067703,520669,76180
0,203,211119,0,1286381,66239,1284404,994327,1050164,0,991242,473168,57057
0,101,169981,0,1246955,47363,1323288,896152,1103424,0,893834,429032,40531
0,39,139367,0,1198809,32852,1355787,790268,1152889,0,816798,389163,27903
0,23,110765,0,1148758,25143,1385258,703562,1191572,0,738111,351871,19535
0,13,112340,0,1151955,19390,1403604,608038,1222677,0,638991,349355,17883
0,2,99983,0,1157379,14758,1423859,538163,1250888,0,591471,315987,13438
0,1,82158,0,1162406,9822,1449588,467127,1280619,0,553259,272186,9425
0,0,61281,0,1143622,6198,1474581,396229,1313144,0,507741,224017,5504
0,0,41969,0,1120102,4158,1491268,345606,1345074,0,471091,183972,3169
0,0,25013,0,1085667,2492,1501254,289511,1374286,0,429046,142238,1712
0,0,15982,0,1046271,1540,1500238,246097,1403213,0,395838,110248,942
0,0,9572,0,988708,932,1488898,210375,1429350,0,357247,83559,474
0,0,7782,0,844653,548,1435999,164895,1469016,0,307349,61364,144
0,0,5320,0,804415,302,1409579,139891,1487464,0,283922,46346,106
0,0,2945,0,725576,138,1360757,109950,1510815,0,252251,28274,60
0,0,1390,0,602193,68,1292153,86485,1523862,0,215813,16618,20
0,0,600,0,510462,23,1215635,73687,1529818,0,186835,9809,11
0,0,188,0,414260,6,1125206,59418,1520099,0,156315,5450,2
0,0,77,0,324045,6,1019736,45254,1500943,0,126507,2702,0
0,0,40,0,240761,6,903920,33630,1463894,0,95394,1160,1
0,0,21,0,223809,1,807987,21971,1398596,0,73045,970,0
0,0,10,0,191279,0,738158,15432,1353908,0,61102,559,0
0,0,1,0,143281,0,620639,9126,1272518,0,42996,217,0
0,0,4,0,99722,1,529455,5706,1170983,0,31111,89,0
0,0,0,0,76229,0,446830,4074,1080281,0,21481,33,0
0,0,0,0,54452,0,373869,2650,974120,0,13948,22,0
0,0,0,0,35450,0,307789,1370,872400,0,8801,1,0
0,0,0,0,23913,0,256069,849,776055,0,5134,6,0
0,0,0,0,13410,0,222566,436,754442,0,2974,1,0
0,0,0,0,8798,0,180992,186,683357,0,1735,0,0
0,0,0,0,5838,0,146841,72,623322,0,1009,0,0
0,0,0,0,3046,0,115108,48,548215,0,487,0,0
0,0,0,0,1515,0,88120,12,490389,0,246,0,0
0,0,0,0,689,0,68239,9,438867,0,96,0,0
0,0,0,0,306,0,50287,3,389841,0,42,0,0
0,0,0,0,122,0,36378,1,341911,0,9,0,0
0,0,0,0,133,0,23123,0,298902,0,10,0,0
0,0,0,0,61,0,15180,0,256945,0,3,0,0
0,0,0,0,21,0,9015,0,211061,0,1,0,0
0,0,0,0,5,0,5363,0,157945,0,0,0,0
0,0,0,0,1,0,3277,0,122241,0,0,0,0
0,0,0,0,1,0,2031,0,93821,0,0,0,0
0,0,0,0,0,0,1020,0,64530,0,0,0,0
0,0,0,0,0,0,517,0,43590,0,0,0,0
0,0,0,0,0,0,262,0,24686,0,0,0,0
0,0,0,0,0,0,119,0,14020,0,0,0,0
0,0,0,0,0,0,42,0,7967,0,0,0,0
0,0,0,0,0,0,27,0,4240,0,0,0,0
0,0,0,0,0,0,10,0,2329,0,0,0,0
0,0,0,0,0,0,4,0,1292,0,0,0,0
0,0,0,0,0,0,2,0,616,0,0,0,0
0,0,0,0,0,0,1,0,337,0,0,0,0
0,0,0,0,0,0,0,0,139,0,0,0,0
0,0,0,0,0,0,0,0,76,0,0,0,0
0,0,0,0,0,0,0,0,24,0,0,0,0
0,0,0,0,0,0,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
